,best
adjunct_island,0.696
adv_order,0.604
anaphor_gender_agreement,0.454
anaphor_number_agreement,0.525
center_embedding_double_1,0.431
center_embedding_double_2,0.925
center_embedding_single_1,0.373
center_embedding_single_2,0.944
complex_np_island,0.48
coordinate_structure_constrain_object_extraction,0.192
determiner_noun_agreement_1,0.461
determiner_noun_agreement_2,0.581
determiner_noun_agreement_adj_1,0.516
determiner_noun_agreement_adj_2,0.602
ellipsis,0.507
green_ideas,0.48
intransitive,0.518
left_branch_island_simple_question,0.371
matrix_question_npi_licensor_present,0.284
npi_present,0.483
only_npi_licensor_present,0.0
only_npi_scope,0.007
pp_order,0.664
principle_A_c_command,0.535
principle_A_domain_1,1.0
principle_A_domain_2,0.49
principle_A_domain_3,0.515
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.732
recursion_poss_ditransitive_medium,0.732
recursion_poss_ditransitive_short,0.733
recursion_poss_transitive_long,0.955
recursion_poss_transitive_medium,0.97
recursion_poss_transitive_short,0.961
recursion_pp_is_long,0.739
recursion_pp_is_medium,0.696
recursion_pp_is_short,0.336
recursion_pp_verb_long,0.047
recursion_pp_verb_medium,0.497
recursion_pp_verb_short,0.986
sentential_negation_npi_licensor_present,0.755
sentential_negation_npi_scope,0.398
subj_aux_agreement_question_vary_aux,0.422
subj_aux_agreement_question_vary_subj,0.498
subj_aux_vary_subj,0.53
subj_aux_vary_verb,0.469
subj_aux_vary_verb_pp,0.511
subj_aux_vary_verb_rc,0.53
subj_verb_vary_verb,0.394
svo_vos,0.658
swapped_ditransitive_1,0.779
swapped_ditransitive_2,0.813
transitive,0.738
wh_island,0.99
wh_questions_object_gap,0.733
wh_questions_object_gap_long_distance,0.69
wh_questions_subject_gap,0.772
wh_questions_subject_gap_long_distance,0.702
wh_vs_that_no_gap,1.0
wh_vs_that_no_gap_long_distance,1.0
wh_vs_that_with_gap,0.0
wh_vs_that_with_gap_long_distance,0.0
