,best
adjunct_island,0.636
superlative_quantifiers_2,0.595
anaphor_gender_agreement,0.713
tough_vs_raising_1,0.459
anaphor_number_agreement,0.668
tough_vs_raising_2,0.594
animate_subject_passive,0.55
wh_questions_subject_gap,0.802
animate_subject_trans,0.584
causative,0.446
wh_vs_that_no_gap,0.828
complex_NP_island,0.52
coordinate_structure_constraint_complex_left_branch,0.222
left_branch_island_echo_question,0.603
coordinate_structure_constraint_object_extraction,0.675
transitive,0.599
determiner_noun_agreement_1,0.556
wh_island,0.737
determiner_noun_agreement_2,0.529
only_npi_scope,0.418
determiner_noun_agreement_irregular_1,0.574
passive_1,0.55
determiner_noun_agreement_irregular_2,0.645
principle_A_domain_1,0.992
determiner_noun_agreement_with_adj_2,0.48
left_branch_island_simple_question,0.353
determiner_noun_agreement_with_adj_irregular_1,0.541
matrix_question_npi_licensor_present,0.072
determiner_noun_agreement_with_adj_irregular_2,0.534
npi_present_1,0.385
determiner_noun_agreement_with_adjective_1,0.508
principle_A_domain_2,0.504
distractor_agreement_relational_noun,0.438
principle_A_domain_3,0.505
distractor_agreement_relative_clause,0.454
drop_argument,0.52
wh_vs_that_with_gap,0.255
ellipsis_n_bar_1,0.389
ellipsis_n_bar_2,0.491
principle_A_reconstruction,0.258
existential_there_object_raising,0.714
regular_plural_subject_verb_agreement_1,0.539
existential_there_quantifiers_1,0.871
regular_plural_subject_verb_agreement_2,0.481
existential_there_quantifiers_2,0.382
sentential_negation_npi_licensor_present,1.0
existential_there_subject_raising,0.56
wh_questions_object_gap,0.429
expletive_it_object_raising,0.647
inchoative,0.4
intransitive,0.412
sentential_negation_npi_scope,0.703
irregular_past_participle_adjectives,0.92
sentential_subject_island,0.612
irregular_past_participle_verbs,0.769
npi_present_2,0.345
irregular_plural_subject_verb_agreement_1,0.587
only_npi_licensor_present,0.027
irregular_plural_subject_verb_agreement_2,0.549
passive_2,0.538
principle_A_c_command,0.546
principle_A_case_1,1.0
principle_A_case_2,0.445
superlative_quantifiers_1,0.157
wh_questions_subject_gap_long_distance,0.821
wh_vs_that_no_gap_long_distance,0.885
wh_vs_that_with_gap_long_distance,0.216
